# id:21--42--21 
-0.71,0.6,-1.6136563018736
0.2,-0.88,0.50429371347957
0.06,0.23,-0.021992349999185
0.44,-0.04,-0.30397954962442
0.72,-0.1,-1.1577707604336
-0.26,0.44,-0.47578566483904
-0.29,-0.42,-0.27717018729487
-0.5,-0.38,0.098368999118296
0.89,-0.06,-1.7273921008476
-0.79,0.78,-2.0532436002991
0.93,0.99,-2.7908202260839
0.63,0.6,-1.3201158274996
0.62,-0.26,-0.55372515651505
-0.19,-0.8,0.39242407921668
-0.86,0.69,-2.2138303904695
-0.59,0.55,-1.2820949532648
-0.76,0.47,-1.7476256297407
-0.09,-0.02,-0.0077571001984029
0.17,0.56,-0.71105565973243
0.23,0.6,-0.63033930237051
-0.62,0.81,-1.6192820669959
-0.78,0.4,-1.6698283834725
-0.11,0.05,-0.092188235713299
0.54,0.9,-1.4889501400238
0.97,-0.04,-1.6555011114113
-0.76,-0.57,-0.76233643632251
0.81,0.31,-1.738594957569
0.95,0.92,-2.6944125149802
-0.5,0.99,-1.5533876049935
0.94,0.77,-2.5947816763563
0.9,0.88,-2.3394888914693
0.35,-0.06,-0.67954946957141
0.4,0.32,-0.18380939475527
0.84,-0.35,-0.79713110016476
-0.18,-0.84,0.73933063523879
-0.12,0.84,-0.84642032458595
0.69,0.79,-1.5668270190277
0.41,0.92,-1.4137800239625
-0.62,0.8,-1.5559309945932
0.88,0.88,-2.3307942288734
-0.21,0.97,-0.75591499136083
-0.56,0.41,-1.1427429403035
0.18,-0.48,0.61224900257931
0.85,0.63,-2.4710624543458
-0.27,0,-0.33033762964769
-0.06,-0.69,0.830325889961
0.05,-0.97,1.018764559099
-0.72,-0.21,-0.69365494208834
-0.99,0.07,-2.2394436090938
0.09,0.32,-0.80480508667715
0.61,-0.64,-0.18665633981907
-0.32,0.51,-0.81615858209692
-0.8,-0.94,-0.1436647301475
-0.56,0.42,-0.84825392937205
-0.22,-0.66,0.29122134256766
0.56,0.81,-1.1625114146672
0.72,0.51,-1.5284008000019
-0.63,-0.28,-0.53842655890796
0.94,-0.32,-1.4276867617573
0.78,0.12,-0.97301437697944
-0.72,0.4,-1.1377852276606
-0.11,-0.27,0.30543918866493
0.7,0.23,-1.500387691887
0.2,-0.35,0.19128164867019
0.16,0,-0.14931712035234
-0.29,-0.47,0.15671777632556
-0.56,0.34,-0.71361882238717
-0.39,-0.23,-0.13966480291718
-0.62,-0.17,-0.59574678811227
0.31,0.94,-0.97586727691118
0.74,0.59,-1.4635274112051
0.61,-0.62,-0.23726292459737
-0.21,-0.9,1.104081199189
0.44,-0.39,0.24536607911432
0.4,0.73,-1.0289050534755
-0.89,0.98,-2.7681650974155
0.83,0.85,-2.0551422464877
-0.87,0.54,-2.2605797826692
0.38,0.44,-0.70604039926761
0.47,-0.55,0.26444546954032
0.22,-0.82,0.99534766658502
0.17,-0.01,-0.22925934928346
0.06,-0.9,1.1339180674886
0.66,-0.06,-0.67458132320314
0.14,-0.07,0.052076203099214
-0.68,0.49,-1.4038425818253
0.1,0.92,-1.2480281342809
-0.79,0.27,-1.8014727950631
-0.26,-0.81,0.50908544831255
0.15,0.6,-0.86721822070832
0.29,-0.91,0.64159686927766
0.33,0.43,-0.39855183691205
0.76,-0.59,-0.62239933520452
-0.47,-0.61,0.3639020253501
0.01,-0.77,0.99581950217016
-0.86,-0.65,-0.60633477264259
-0.25,0.76,-0.44723892161785
-0.45,0.08,-0.32066858144618
-0.46,-0.45,-0.078944935475483
0.51,0.18,-0.90414790897573
-0.62,0.82,-1.4085985656225
-0.45,-0.97,0.91167864060313
0.93,-0.89,-0.79985280140203
-0.36,-0.73,0.14416468108716
0.63,0.3,-1.2472537391069
-0.73,0.39,-1.7059789533369
0.76,0.16,-1.0937172795996
-0.2,0.2,-0.1196677463002
0.26,0.67,-0.89229173957737
-0.59,-0.23,-0.075077828960371
-0.38,0.2,-0.079871299567407
-0.72,-0.72,-0.068545496247626
-0.99,0.26,-2.2549247288242
-0.55,0.1,-0.37958973925015
0.48,-0.48,-0.25079014890962
-0.38,-0.61,-0.058331799808236
